CPU,RAM (GB),SSD (GB),HDD (GB),GPU,Optical Drive (1 = DVD; 0 = None),Price (€)
AMD Ryzen 9 5950X,16.0,250.0,1000.0,GeForce GT 1030,1.0,1255.26
